_sequence,phase,step,cycle,steer_center_trim_dc,steer_clamped_deg,steer_cycle,steer_dc_center,steer_phase,steer_post_sign_deg,steer_pre_sign_deg,steer_pwm_dc,steer_requested_deg,steer_steering_direction_sign,steer_steering_limit_deg,steer_step,steer__tag,steer__line_no,motor_cycle,motor_neutral_dc,motor_phase,motor_pwm_dc,motor_reverse_mode,motor_speed_pct,motor_step,motor__tag,motor__line_no,effective_front_clearance_m,front_clearance_fallback_used,front_clearance_m,front_min_m,heading_offset_deg,left_clearance_m,left_min_m,left_right_delta_m,right_clearance_m,right_min_m,scan_age_s,_tag,_line_no,active_heading_source,avoidance_heading_deg,centering_heading_deg,centering_weight,gap_heading_deg,speed_pct,steering_deg,steering_pre_servo_deg,target_heading_deg,pose_cycle,pose_distance_from_phase_start_m,pose_lateral_drift_m,pose_phase,pose_step,pose_x,pose_y,pose_yaw_change_deg,pose_yaw_deg,pose__tag,pose__line_no
16,recon_debug,idle,17,1.4,-0.0,17,8.2,recon_debug,-0.0,0.0,8.2,0.0,-1.0,18.0,idle,DIAG_STEER,82,17,7.5,recon_debug,7.5,False,0.0,idle,DIAG_MOTOR,83,,,,,91,,,,,,,DIAG_NAV,85,,,,,,,,,,17,,,recon_debug,idle,,,,,DIAG_POSE,86
17,recon_debug,idle,18,1.4,-0.0,18,8.2,recon_debug,-0.0,0.0,8.2,0.0,-1.0,18.0,idle,DIAG_STEER,87,18,7.5,recon_debug,7.5,False,0.0,idle,DIAG_MOTOR,88,,,,,91,,,,,,,DIAG_NAV,90,,,,,,,,,,18,,,recon_debug,idle,,,,,DIAG_POSE,91
18,recon_debug,idle,19,1.4,-0.0,19,8.2,recon_debug,-0.0,0.0,8.2,0.0,-1.0,18.0,idle,DIAG_STEER,92,19,7.5,recon_debug,7.5,False,0.0,idle,DIAG_MOTOR,93,,,,,91,,,,,,,DIAG_NAV,95,,,,,,,,,,19,,,recon_debug,idle,,,,,DIAG_POSE,96
19,recon_debug,idle,20,1.4,-0.0,20,8.2,recon_debug,-0.0,0.0,8.2,0.0,-1.0,18.0,idle,DIAG_STEER,97,20,7.5,recon_debug,7.5,False,0.0,idle,DIAG_MOTOR,98,,,,,91,,,,,,,DIAG_NAV,100,,,,,,,,,,20,,,recon_debug,idle,,,,,DIAG_POSE,101
20,recon_debug,idle,21,1.4,-0.0,21,8.2,recon_debug,-0.0,0.0,8.2,0.0,-1.0,18.0,idle,DIAG_STEER,102,21,7.5,recon_debug,7.5,False,0.0,idle,DIAG_MOTOR,103,,,,,91,,,,,,,DIAG_NAV,105,,,,,,,,,,21,,,recon_debug,idle,,,,,DIAG_POSE,106
21,recon_debug,idle,22,1.4,-0.0,22,8.2,recon_debug,-0.0,0.0,8.2,0.0,-1.0,18.0,idle,DIAG_STEER,107,22,7.5,recon_debug,7.5,False,0.0,idle,DIAG_MOTOR,108,,,,,91,,,,,,,DIAG_NAV,110,,,,,,,,,,22,,,recon_debug,idle,,,,,DIAG_POSE,111
22,recon_debug,idle,23,1.4,-0.0,23,8.2,recon_debug,-0.0,0.0,8.2,0.0,-1.0,18.0,idle,DIAG_STEER,112,23,7.5,recon_debug,7.5,False,0.0,idle,DIAG_MOTOR,113,,,,,91,,,,,,,DIAG_NAV,115,,,,,,,,,,23,,,recon_debug,idle,,,,,DIAG_POSE,116
23,recon_debug,idle,24,1.4,-0.0,24,8.2,recon_debug,-0.0,0.0,8.2,0.0,-1.0,18.0,idle,DIAG_STEER,117,24,7.5,recon_debug,7.5,False,0.0,idle,DIAG_MOTOR,118,,,,,91,,,,,,,DIAG_NAV,120,,,,,,,,,,24,,,recon_debug,idle,,,,,DIAG_POSE,121
24,recon_debug,idle,25,1.4,-0.0,25,8.2,recon_debug,-0.0,0.0,8.2,0.0,-1.0,18.0,idle,DIAG_STEER,122,25,7.5,recon_debug,7.5,False,0.0,idle,DIAG_MOTOR,123,,,,,91,,,,,,,DIAG_NAV,125,,,,,,,,,,25,,,recon_debug,idle,,,,,DIAG_POSE,126
25,recon_debug,idle,26,1.4,-0.0,26,8.2,recon_debug,-0.0,0.0,8.2,0.0,-1.0,18.0,idle,DIAG_STEER,127,26,7.5,recon_debug,7.5,False,0.0,idle,DIAG_MOTOR,128,,,,,91,,,,,,,DIAG_NAV,130,,,,,,,,,,26,,,recon_debug,idle,,,,,DIAG_POSE,131
26,recon_debug,idle,27,1.4,-0.0,27,8.2,recon_debug,-0.0,0.0,8.2,0.0,-1.0,18.0,idle,DIAG_STEER,132,27,7.5,recon_debug,7.5,False,0.0,idle,DIAG_MOTOR,133,,,,,91,,,,,,,DIAG_NAV,135,,,,,,,,,,27,,,recon_debug,idle,,,,,DIAG_POSE,136
27,recon_debug,idle,28,1.4,-0.0,28,8.2,recon_debug,-0.0,0.0,8.2,0.0,-1.0,18.0,idle,DIAG_STEER,137,28,7.5,recon_debug,7.5,False,0.0,idle,DIAG_MOTOR,138,,,,,91,,,,,,,DIAG_NAV,140,,,,,,,,,,28,,,recon_debug,idle,,,,,DIAG_POSE,141
28,recon_debug,idle,29,1.4,-0.0,29,8.2,recon_debug,-0.0,0.0,8.2,0.0,-1.0,18.0,idle,DIAG_STEER,142,29,7.5,recon_debug,7.5,False,0.0,idle,DIAG_MOTOR,143,,,,,91,,,,,,,DIAG_NAV,145,,,,,,,,,,29,,,recon_debug,idle,,,,,DIAG_POSE,146
29,recon_debug,idle,30,1.4,-0.0,30,8.2,recon_debug,-0.0,0.0,8.2,0.0,-1.0,18.0,idle,DIAG_STEER,147,30,7.5,recon_debug,7.5,False,0.0,idle,DIAG_MOTOR,148,,,,,91,,,,,,,DIAG_NAV,150,,,,,,,,,,30,,,recon_debug,idle,,,,,DIAG_POSE,151
30,recon_debug,idle,31,1.4,-0.0,31,8.2,recon_debug,-0.0,0.0,8.2,0.0,-1.0,18.0,idle,DIAG_STEER,152,31,7.5,recon_debug,7.5,False,0.0,idle,DIAG_MOTOR,153,,,,,91,,,,,,,DIAG_NAV,155,,,,,,,,,,31,,,recon_debug,idle,,,,,DIAG_POSE,156
31,recon_debug,idle,32,1.4,-0.0,32,8.2,recon_debug,-0.0,0.0,8.2,0.0,-1.0,18.0,idle,DIAG_STEER,157,32,7.5,recon_debug,7.5,False,0.0,idle,DIAG_MOTOR,158,,,,,91,,,,,,,DIAG_NAV,160,,,,,,,,,,32,,,recon_debug,idle,,,,,DIAG_POSE,161
32,recon_debug,idle,33,1.4,-0.0,33,8.2,recon_debug,-0.0,0.0,8.2,0.0,-1.0,18.0,idle,DIAG_STEER,162,33,7.5,recon_debug,7.5,False,0.0,idle,DIAG_MOTOR,163,,,,,91,,,,,,,DIAG_NAV,165,,,,,,,,,,33,,,recon_debug,idle,,,,,DIAG_POSE,166
33,recon_debug,idle,34,1.4,-0.0,34,8.2,recon_debug,-0.0,0.0,8.2,0.0,-1.0,18.0,idle,DIAG_STEER,167,34,7.5,recon_debug,7.5,False,0.0,idle,DIAG_MOTOR,168,,,,,91,,,,,,,DIAG_NAV,170,,,,,,,,,,34,,,recon_debug,idle,,,,,DIAG_POSE,171
34,recon_debug,idle,35,1.4,-0.0,35,8.2,recon_debug,-0.0,0.0,8.2,0.0,-1.0,18.0,idle,DIAG_STEER,172,35,7.5,recon_debug,7.5,False,0.0,idle,DIAG_MOTOR,173,,,,,91,,,,,,,DIAG_NAV,175,,,,,,,,,,35,,,recon_debug,idle,,,,,DIAG_POSE,176
35,recon_debug,idle,36,1.4,-0.0,36,8.2,recon_debug,-0.0,0.0,8.2,0.0,-1.0,18.0,idle,DIAG_STEER,177,36,7.5,recon_debug,7.5,False,0.0,idle,DIAG_MOTOR,178,,,,,91,,,,,,,DIAG_NAV,180,,,,,,,,,,36,,,recon_debug,idle,,,,,DIAG_POSE,181
36,recon_debug,idle,37,1.4,-0.0,37,8.2,recon_debug,-0.0,0.0,8.2,0.0,-1.0,18.0,idle,DIAG_STEER,182,37,7.5,recon_debug,7.5,False,0.0,idle,DIAG_MOTOR,183,,,,,91,,,,,,,DIAG_NAV,185,,,,,,,,,,37,,,recon_debug,idle,,,,,DIAG_POSE,186
37,recon_debug,idle,38,1.4,-0.0,38,8.2,recon_debug,-0.0,0.0,8.2,0.0,-1.0,18.0,idle,DIAG_STEER,187,38,7.5,recon_debug,7.5,False,0.0,idle,DIAG_MOTOR,188,,,,,91,,,,,,,DIAG_NAV,190,,,,,,,,,,38,,,recon_debug,idle,,,,,DIAG_POSE,191
38,recon_debug,idle,39,1.4,-0.0,39,8.2,recon_debug,-0.0,0.0,8.2,0.0,-1.0,18.0,idle,DIAG_STEER,192,39,7.5,recon_debug,7.5,False,0.0,idle,DIAG_MOTOR,193,,,,,91,,,,,,,DIAG_NAV,195,,,,,,,,,,39,,,recon_debug,idle,,,,,DIAG_POSE,196
39,recon_debug,idle,40,1.4,-0.0,40,8.2,recon_debug,-0.0,0.0,8.2,0.0,-1.0,18.0,idle,DIAG_STEER,197,40,7.5,recon_debug,7.5,False,0.0,idle,DIAG_MOTOR,198,,,,,91,,,,,,,DIAG_NAV,200,,,,,,,,,,40,,,recon_debug,idle,,,,,DIAG_POSE,201
40,recon_debug,idle,41,1.4,-0.0,41,8.2,recon_debug,-0.0,0.0,8.2,0.0,-1.0,18.0,idle,DIAG_STEER,202,41,7.5,recon_debug,7.5,False,0.0,idle,DIAG_MOTOR,203,,,,,91,,,,,,,DIAG_NAV,205,,,,,,,,,,41,,,recon_debug,idle,,,,,DIAG_POSE,206
41,recon_debug,idle,42,1.4,-0.0,42,8.2,recon_debug,-0.0,0.0,8.2,0.0,-1.0,18.0,idle,DIAG_STEER,207,42,7.5,recon_debug,7.5,False,0.0,idle,DIAG_MOTOR,208,,,,,91,,,,,,,DIAG_NAV,210,,,,,,,,,,42,,,recon_debug,idle,,,,,DIAG_POSE,211
42,recon_debug,idle,43,1.4,-0.0,43,8.2,recon_debug,-0.0,0.0,8.2,0.0,-1.0,18.0,idle,DIAG_STEER,212,43,7.5,recon_debug,7.5,False,0.0,idle,DIAG_MOTOR,213,,,,,91,,,,,,,DIAG_NAV,215,,,,,,,,,,43,,,recon_debug,idle,,,,,DIAG_POSE,216
43,recon_debug,autonomous,44,1.4,-2.9430883675813675,44,8.2,recon_debug,-2.9430883675813675,2.9430883675813675,7.905691163241863,2.9430883675813675,-1.0,18.0,autonomous,DIAG_STEER,217,44,7.5,recon_debug,7.975671973969561,False,19.026878958782465,autonomous,DIAG_MOTOR,218,0.55,True,0.0,,91,0.5500656821661525,0.45192083716392517,0.3551372526110046,0.1949284295551479,0.11364704370498657,0.034057670000000005,DIAG_NAV,220,avoidance,8.408823907375336,6.392470546998083,0.0,35.0,19.026878958782465,2.9430883675813675,2.9430883675813675,8.408823907375336,44,,,recon_debug,autonomous,,,,,DIAG_POSE,221
44,recon_debug,autonomous,45,1.4,-2.94388977997005,45,8.2,recon_debug,-2.94388977997005,2.94388977997005,7.9056110220029945,2.94388977997005,-1.0,18.0,autonomous,DIAG_STEER,222,45,7.5,recon_debug,7.9756641116283244,False,19.026564465132967,autonomous,DIAG_MOTOR,223,0.55,True,0.0,,91,0.5457842179707119,0.4531155526638031,0.35094185410777023,0.19484236386294165,0.11355545371770859,0.0048035510000000005,DIAG_NAV,225,avoidance,8.411113657057285,6.316953373939864,0.0,36.0,19.026564465132967,2.94388977997005,2.94388977997005,8.411113657057285,45,,,recon_debug,autonomous,,,,,DIAG_POSE,226
45,recon_debug,autonomous,46,1.4,-2.94388977997005,46,8.2,recon_debug,-2.94388977997005,2.94388977997005,7.9056110220029945,2.94388977997005,-1.0,18.0,autonomous,DIAG_STEER,227,46,7.5,recon_debug,7.9756641116283244,False,19.026564465132967,autonomous,DIAG_MOTOR,228,0.55,True,0.0,,91,0.5457842179707119,0.4531155526638031,0.35094185410777023,0.19484236386294165,0.11355545371770859,0.10480969100000001,DIAG_NAV,230,avoidance,8.411113657057285,6.316953373939864,0.0,36.0,19.026564465132967,2.94388977997005,2.94388977997005,8.411113657057285,46,0.0,0.0,recon_debug,autonomous,0.0,0.0,0.0,0.0,DIAG_POSE,231
46,recon_debug,autonomous,47,1.4,-2.9551155511289835,47,8.2,recon_debug,-2.9551155511289835,2.9551155511289835,7.904488444887101,2.9551155511289835,-1.0,18.0,autonomous,DIAG_STEER,232,47,7.5,recon_debug,7.9755539800097575,False,19.022159200390295,autonomous,DIAG_MOTOR,233,0.55,True,0.0,,91,0.5463916880743844,0.45460185408592224,0.3542546160563472,0.19213707201803723,0.11227250844240189,0.07162841,DIAG_NAV,235,avoidance,8.443187288939953,6.37658308901425,0.0,36.0,19.022159200390295,2.9551155511289835,2.9551155511289835,8.443187288939953,47,0.0,0.0,recon_debug,autonomous,0.0,0.0,0.0,0.0,DIAG_POSE,236
47,recon_debug,autonomous,48,1.4,-2.9569325987249613,48,8.2,recon_debug,-2.9569325987249613,2.9569325987249613,7.904306740127503,2.9569325987249613,-1.0,18.0,autonomous,DIAG_STEER,237,48,7.5,recon_debug,7.9755361536716,False,19.021446146863994,autonomous,DIAG_MOTOR,238,0.55,True,0.0,,91,0.5471259542873927,0.4541231393814087,0.35031695545327907,0.19680899883411368,0.11206484586000443,0.07118471600000001,DIAG_NAV,240,avoidance,8.44837885349989,6.305705198159023,0.0,36.0,19.021446146863994,2.9569325987249613,2.9569325987249613,8.44837885349989,48,0.0,0.0,recon_debug,autonomous,0.0,0.0,0.0,0.0,DIAG_POSE,241
48,recon_debug,autonomous,49,1.4,-2.96883780695498,49,8.2,recon_debug,-2.96883780695498,2.96883780695498,7.9031162193045015,2.96883780695498,-1.0,18.0,autonomous,DIAG_STEER,242,49,7.5,recon_debug,7.975419356363585,False,19.016774254543424,autonomous,DIAG_MOTOR,243,0.55,True,0.0,,91,0.5474719498838697,0.4577002227306366,0.3509280024134383,0.1965439474704314,0.11070425063371658,0.019797724000000003,DIAG_NAV,245,avoidance,8.482393734157085,6.31670404344189,0.0,36.0,19.016774254543424,2.96883780695498,2.96883780695498,8.482393734157085,49,0.0,0.0,recon_debug,autonomous,0.0,0.0,0.0,0.0,DIAG_POSE,246
49,recon_debug,autonomous,50,1.4,-2.983535408973694,50,8.2,recon_debug,-2.983535408973694,2.983535408973694,7.90164645910263,2.983535408973694,-1.0,18.0,autonomous,DIAG_STEER,247,50,7.5,recon_debug,7.975275163980145,False,19.01100655920578,autonomous,DIAG_MOTOR,248,0.55,True,0.0,,91,0.5550634778208203,0.4610018730163574,0.36562420345015,0.18943927437067032,0.1090245246887207,0.069503573,DIAG_NAV,250,avoidance,8.524386882781982,6.5812356621027,0.0,35.0,19.01100655920578,2.983535408973694,2.983535408973694,8.524386882781982,50,0.0,0.0,recon_debug,autonomous,0.0,0.0,0.0,0.0,DIAG_POSE,251
50,recon_debug,autonomous,51,1.4,-2.992999481037259,51,8.2,recon_debug,-2.992999481037259,2.992999481037259,7.900700051896274,2.992999481037259,-1.0,18.0,autonomous,DIAG_STEER,252,51,7.5,recon_debug,7.9751823156974,False,19.007292627895986,autonomous,DIAG_MOTOR,253,0.55,True,0.0,,91,0.5564535425768958,0.45878347754478455,0.38098368408599337,0.17546985849090244,0.10794291645288467,0.063943676,DIAG_NAV,255,avoidance,8.551427088677883,6.85770631354788,0.0,35.0,19.007292627895986,2.992999481037259,2.992999481037259,8.551427088677883,51,0.0,0.0,recon_debug,autonomous,0.0,0.0,0.0,0.0,DIAG_POSE,256
51,recon_debug,autonomous,52,1.4,-3.0250083208084106,52,8.2,recon_debug,-3.0250083208084106,3.0250083208084106,7.897499167919158,3.0250083208084106,-1.0,18.0,autonomous,DIAG_STEER,257,52,7.5,recon_debug,7.974868289579947,False,18.99473158319791,autonomous,DIAG_MOTOR,258,0.55,True,0.0,,91,0.5613766171865993,0.4608147442340851,0.3723319418339772,0.18904467535262204,0.10428476333618164,0.023534638,DIAG_NAV,260,avoidance,8.642880916595459,6.7019749530115895,0.0,35.0,18.99473158319791,3.0250083208084106,3.0250083208084106,8.642880916595459,52,0.0,0.0,recon_debug,autonomous,0.0,0.0,0.0,0.0,DIAG_POSE,261
52,recon_debug,autonomous,53,1.4,-3.089099407196045,53,8.2,recon_debug,-3.089099407196045,3.089099407196045,7.891090059280395,3.089099407196045,-1.0,18.0,autonomous,DIAG_STEER,262,53,7.5,recon_debug,7.974239517179402,False,18.9695806871761,autonomous,DIAG_MOTOR,263,0.55,True,0.0,,91,0.5625779579083124,0.46981751918792725,0.3811874520920572,0.1813905058162553,0.09696006774902344,0.011646388,DIAG_NAV,265,avoidance,8.825998306274414,6.861374137657029,0.0,35.0,18.9695806871761,3.089099407196045,3.089099407196045,8.825998306274414,53,0.0,0.0,recon_debug,autonomous,0.0,0.0,0.0,0.0,DIAG_POSE,266
53,recon_debug,autonomous,54,1.4,-3.1338665653020144,54,8.2,recon_debug,-3.1338665653020144,3.1338665653020144,7.886613343469798,3.1338665653020144,-1.0,18.0,autonomous,DIAG_STEER,267,54,7.5,recon_debug,7.973800324226772,False,18.95201296907088,autonomous,DIAG_MOTOR,268,0.55,True,0.0,,91,0.5682299865616692,0.47637689113616943,0.39678390127503205,0.17144608528663716,0.09184382110834122,0.010383465000000001,DIAG_NAV,270,avoidance,8.95390447229147,7.142110222950577,0.0,35.0,18.95201296907088,3.1338665653020144,3.1338665653020144,8.95390447229147,54,0.0,0.0,recon_debug,autonomous,0.0,0.0,0.0,0.0,DIAG_POSE,271
54,recon_debug,autonomous,55,1.4,-3.1730411127209663,55,8.2,recon_debug,-3.1730411127209663,3.1730411127209663,7.882695888727903,3.1730411127209663,-1.0,18.0,autonomous,DIAG_STEER,272,55,7.5,recon_debug,7.973415998174442,False,18.936639926977684,autonomous,DIAG_MOTOR,273,0.55,True,0.0,,91,0.5698344376352098,0.4778042137622833,0.40338405169960523,0.16645038593560457,0.0873667299747467,0.032799483000000004,DIAG_NAV,275,avoidance,9.065831750631332,7.2609129305928946,0.0,35.0,18.936639926977684,3.1730411127209663,3.1730411127209663,9.065831750631332,55,0.0,0.0,recon_debug,autonomous,0.0,0.0,0.0,0.0,DIAG_POSE,276
55,recon_debug,autonomous,56,1.4,-3.2287336345762014,56,8.2,recon_debug,-3.2287336345762014,3.2287336345762014,7.877126636542379,3.2287336345762014,-1.0,18.0,autonomous,DIAG_STEER,277,56,7.5,recon_debug,7.9728696207819985,False,18.914784831279945,autonomous,DIAG_MOTOR,278,0.55,True,0.0,,91,0.5749401988254653,0.48255807161331177,0.41714909232945907,0.15779110649600625,0.08100187033414841,0.055542404000000004,DIAG_NAV,280,avoidance,9.22495324164629,7.508683661930263,0.0,35.0,18.914784831279945,3.2287336345762014,3.2287336345762014,9.22495324164629,56,0.0,0.0,recon_debug,autonomous,0.0,0.0,0.0,0.0,DIAG_POSE,281
56,recon_debug,autonomous,57,1.4,-3.2835541404783726,57,8.2,recon_debug,-3.2835541404783726,3.2835541404783726,7.871644585952162,3.2835541404783726,-1.0,18.0,autonomous,DIAG_STEER,282,57,7.5,recon_debug,7.972331798394549,False,18.893271935781975,autonomous,DIAG_MOTOR,283,0.55,True,0.0,,91,0.5736386920724597,0.48773667216300964,0.4247482889731016,0.14889040309935808,0.07473666965961456,0.024963567000000002,DIAG_NAV,285,avoidance,9.381583258509636,7.645469201515828,0.0,36.0,18.893271935781975,3.2835541404783726,3.2835541404783726,9.381583258509636,57,0.0,0.0,recon_debug,autonomous,0.0,0.0,0.0,0.0,DIAG_POSE,286
57,recon_debug,autonomous,58,1.4,-3.4244874278083444,58,8.2,recon_debug,-3.4244874278083444,3.4244874278083444,7.857551257219165,3.4244874278083444,-1.0,18.0,autonomous,DIAG_STEER,287,58,7.5,recon_debug,7.970949157431729,False,18.83796629726915,autonomous,DIAG_MOTOR,288,0.55,True,0.0,,91,0.5853763103485108,0.5141769647598267,0.44415169134736066,0.14122461900115013,0.05863000825047493,0.00035929200000000004,DIAG_NAV,290,avoidance,9.784249793738127,7.994730444252491,0.0,36.0,18.83796629726915,3.4244874278083444,3.4244874278083444,9.784249793738127,58,0.0,0.0,recon_debug,autonomous,0.0,0.0,0.0,0.0,DIAG_POSE,291
58,recon_debug,autonomous,59,1.4,-3.48026782926172,59,8.2,recon_debug,-3.48026782926172,3.48026782926172,7.8519732170738274,3.48026782926172,-1.0,18.0,autonomous,DIAG_STEER,292,59,7.5,recon_debug,7.970401917887167,False,18.81607671548669,autonomous,DIAG_MOTOR,293,0.55,True,0.0,,91,0.5961762351148269,0.5450180768966675,0.46780725020696134,0.12836898490786552,0.05225510522723198,0.022383588000000003,DIAG_NAV,295,avoidance,9.9436223693192,8.420530503725304,0.0,37.0,18.81607671548669,3.48026782926172,3.48026782926172,9.9436223693192,59,0.0,0.0,recon_debug,autonomous,0.0,0.0,0.0,0.0,DIAG_POSE,296
