_sequence,phase,step,cycle,steer_center_trim_dc,steer_clamped_deg,steer_cycle,steer_dc_center,steer_phase,steer_post_sign_deg,steer_pre_sign_deg,steer_pwm_dc,steer_requested_deg,steer_steering_direction_sign,steer_steering_limit_deg,steer_step,steer__tag,steer__line_no,motor_cycle,motor_neutral_dc,motor_phase,motor_pwm_dc,motor_reverse_mode,motor_speed_pct,motor_step,motor__tag,motor__line_no,effective_front_clearance_m,front_clearance_fallback_used,front_clearance_m,front_left_clearance_m,front_min_m,front_right_clearance_m,heading_offset_deg,left_clearance_m,left_min_m,left_right_delta_m,right_clearance_m,right_min_m,scan_age_s,_tag,_line_no,active_heading_source,avoidance_heading_deg,centering_heading_deg,centering_weight,front_turn_heading_deg,gap_heading_deg,speed_pct,steering_deg,steering_pre_servo_deg,target_heading_deg,pose_cycle,pose_distance_from_phase_start_m,pose_lateral_drift_m,pose_phase,pose_step,pose_x,pose_y,pose_yaw_change_deg,pose_yaw_deg,pose__tag,pose__line_no
16,recon_debug,idle,17,1.4,-0.0,17,8.2,recon_debug,-0.0,0.0,8.2,0.0,-1.0,18.0,idle,DIAG_STEER,82,17,7.5,recon_debug,7.5,False,0.0,idle,DIAG_MOTOR,83,,,,,,,91,,,,,,,DIAG_NAV,85,,,,,,,,,,,17,,,recon_debug,idle,,,,,DIAG_POSE,86
17,recon_debug,idle,18,1.4,-0.0,18,8.2,recon_debug,-0.0,0.0,8.2,0.0,-1.0,18.0,idle,DIAG_STEER,87,18,7.5,recon_debug,7.5,False,0.0,idle,DIAG_MOTOR,88,,,,,,,91,,,,,,,DIAG_NAV,90,,,,,,,,,,,18,,,recon_debug,idle,,,,,DIAG_POSE,91
18,recon_debug,idle,19,1.4,-0.0,19,8.2,recon_debug,-0.0,0.0,8.2,0.0,-1.0,18.0,idle,DIAG_STEER,92,19,7.5,recon_debug,7.5,False,0.0,idle,DIAG_MOTOR,93,,,,,,,91,,,,,,,DIAG_NAV,95,,,,,,,,,,,19,,,recon_debug,idle,,,,,DIAG_POSE,96
19,recon_debug,idle,20,1.4,-0.0,20,8.2,recon_debug,-0.0,0.0,8.2,0.0,-1.0,18.0,idle,DIAG_STEER,97,20,7.5,recon_debug,7.5,False,0.0,idle,DIAG_MOTOR,98,,,,,,,91,,,,,,,DIAG_NAV,100,,,,,,,,,,,20,,,recon_debug,idle,,,,,DIAG_POSE,101
20,recon_debug,autonomous,21,1.4,-8.096063562110066,21,8.2,recon_debug,-8.096063562110066,8.096063562110066,7.390393643788993,8.096063562110066,-1.0,18.0,autonomous,DIAG_STEER,102,21,7.5,recon_debug,7.925118164295966,False,17.004726571838628,autonomous,DIAG_MOTOR,103,0.55,True,0.0,0.7415707886219025,,0.08066764069455011,91,0.6732607500893729,0.5499452948570251,0.6100612185416477,0.0631995315477252,0.021523309871554375,0.014336628,DIAG_NAV,105,front_turn,10.71191725321114,10.98110193374966,0.0,23.131610177457333,36.0,17.004726571838628,8.096063562110066,8.096063562110066,23.131610177457333,21,,,recon_debug,autonomous,,,,,DIAG_POSE,106
21,recon_debug,autonomous,22,1.4,-8.096063562110066,22,8.2,recon_debug,-8.096063562110066,8.096063562110066,7.390393643788993,8.096063562110066,-1.0,18.0,autonomous,DIAG_STEER,107,22,7.5,recon_debug,7.925118164295966,False,17.004726571838628,autonomous,DIAG_MOTOR,108,0.55,True,0.0,0.7415707886219025,,0.08066764069455011,91,0.6732607500893729,0.5499452948570251,0.6100612185416477,0.0631995315477252,0.021523309871554375,0.11421645400000001,DIAG_NAV,110,front_turn,10.71191725321114,10.98110193374966,0.0,23.131610177457333,36.0,17.004726571838628,8.096063562110066,8.096063562110066,23.131610177457333,22,,,recon_debug,autonomous,,,,,DIAG_POSE,111
22,recon_debug,autonomous,23,1.4,-8.55837853183306,23,8.2,recon_debug,-8.55837853183306,8.55837853183306,7.344162146816693,8.55837853183306,-1.0,18.0,autonomous,DIAG_STEER,112,23,7.5,recon_debug,7.9205825742520926,False,16.823302970083695,autonomous,DIAG_MOTOR,113,0.55,True,0.0,0.7548430448486692,,0.056199899392909015,91,0.6836314002672831,0.5485424995422363,0.6388935666305549,0.0447378336367282,0.021578192710876465,0.029984835,DIAG_NAV,115,front_turn,10.710545182228088,11.500084199349988,0.0,24.452510090951606,35.0,16.823302970083695,8.55837853183306,8.55837853183306,24.452510090951606,23,0.0,0.0,recon_debug,autonomous,0.0,0.0,0.0,0.0,DIAG_POSE,116
23,recon_debug,autonomous,24,1.4,-8.437652585068435,24,8.2,recon_debug,-8.437652585068435,8.437652585068435,7.3562347414931555,8.437652585068435,-1.0,18.0,autonomous,DIAG_STEER,117,24,7.5,recon_debug,7.921766968957094,False,16.870678758283752,autonomous,DIAG_MOTOR,118,0.55,True,0.0,0.7568223391260419,,0.06803437299800641,91,0.6846797366937002,0.5482835173606873,0.6308874681126326,0.053792268581067525,0.021395860239863396,0.066989318,DIAG_NAV,120,front_turn,10.715103494003415,11.355974426027387,0.0,24.107578814481244,35.0,16.870678758283752,8.437652585068435,8.437652585068435,24.107578814481244,24,0.0,0.0,recon_debug,autonomous,0.0,0.0,0.0,0.0,DIAG_POSE,121
24,recon_debug,autonomous,25,1.4,-8.476162556721828,25,8.2,recon_debug,-8.476162556721828,8.476162556721828,7.352383744327817,8.476162556721828,-1.0,18.0,autonomous,DIAG_STEER,122,25,7.5,recon_debug,7.921389162795798,False,16.855566511831892,autonomous,DIAG_MOTOR,123,0.55,True,0.0,0.7451897531747818,,0.0532581158913672,91,0.6764983875410897,0.5511195063591003,0.6340416310435514,0.04245675649753837,0.020815139636397362,0.055062795000000005,DIAG_NAV,125,front_turn,10.729621509090066,11.412749358783925,0.0,24.21760730491951,36.0,16.855566511831892,8.476162556721828,8.476162556721828,24.21760730491951,25,0.0,0.0,recon_debug,autonomous,0.0,0.0,0.0,0.0,DIAG_POSE,126
25,recon_debug,autonomous,26,1.4,-8.421444209385662,26,8.2,recon_debug,-8.421444209385662,8.421444209385662,7.357855579061433,8.421444209385662,-1.0,18.0,autonomous,DIAG_STEER,127,26,7.5,recon_debug,7.921925982945799,False,16.87703931783199,autonomous,DIAG_MOTOR,128,0.55,True,0.0,0.7398723751306534,,0.05240754171141556,91,0.6737705962998527,0.551475465297699,0.6318340743399934,0.04193652195985927,0.021081911399960518,0.051926791,DIAG_NAV,130,front_turn,10.722952215000987,11.37301333811988,0.0,24.061269169673324,36.0,16.87703931783199,8.421444209385662,8.421444209385662,24.061269169673324,26,0.0,0.0,recon_debug,autonomous,0.0,0.0,0.0,0.0,DIAG_POSE,131
26,recon_debug,autonomous,27,1.4,-8.49901983467862,27,8.2,recon_debug,-8.49901983467862,8.49901983467862,7.3500980165321375,8.49901983467862,-1.0,18.0,autonomous,DIAG_STEER,132,27,7.5,recon_debug,7.921164919046145,False,16.846596761845817,autonomous,DIAG_MOTOR,133,0.55,True,0.0,0.7465809136629105,,0.05278337613812515,91,0.6769381727491106,0.5495759844779968,0.6347204828579164,0.04221768989119419,0.021177014335989952,0.026711794,DIAG_NAV,135,front_turn,10.720574641600251,11.424968691442494,0.0,24.282913813367486,36.0,16.846596761845817,8.49901983467862,8.49901983467862,24.282913813367486,27,0.0,0.0,recon_debug,autonomous,0.0,0.0,0.0,0.0,DIAG_POSE,136
27,recon_debug,autonomous,28,1.4,-8.344127230439335,28,8.2,recon_debug,-8.344127230439335,8.344127230439335,7.365587276956066,8.344127230439335,-1.0,18.0,autonomous,DIAG_STEER,137,28,7.5,recon_debug,7.922684509368039,False,16.907380374721534,autonomous,DIAG_MOTOR,138,0.55,True,0.0,0.7596502474376133,,0.07849700413644314,91,0.6864876002073288,0.5529230237007141,0.6248029368370771,0.061684663370251656,0.02114924043416977,0.048193718,DIAG_NAV,140,front_turn,10.721268989145756,11.246452863067388,0.0,23.840363515540957,35.0,16.907380374721534,8.344127230439335,8.344127230439335,23.840363515540957,28,0.0,0.0,recon_debug,autonomous,0.0,0.0,0.0,0.0,DIAG_POSE,141
28,recon_debug,autonomous,29,1.4,-8.279395566539216,29,8.2,recon_debug,-8.279395566539216,8.279395566539216,7.3720604433460775,8.279395566539216,-1.0,18.0,autonomous,DIAG_STEER,142,29,7.5,recon_debug,7.92331956622221,False,16.9327826488884,autonomous,DIAG_MOTOR,143,0.55,True,0.0,0.754221689133417,,0.07835266329348087,91,0.6837839202748405,0.5527980327606201,0.6222349550740587,0.06154896520078182,0.02071220614016056,0.0682901,DIAG_NAV,145,front_turn,10.732194846495986,11.200229191333056,0.0,23.655415904397763,35.0,16.9327826488884,8.279395566539216,8.279395566539216,23.655415904397763,29,0.0,0.0,recon_debug,autonomous,0.0,0.0,0.0,0.0,DIAG_POSE,146
29,recon_debug,autonomous,30,1.4,-8.697294012992643,30,8.2,recon_debug,-8.697294012992643,8.697294012992643,7.330270598700735,8.697294012992643,-1.0,18.0,autonomous,DIAG_STEER,147,30,7.5,recon_debug,7.919219729190716,False,16.768789167628647,autonomous,DIAG_MOTOR,148,0.55,True,0.0,0.7622635364532471,,0.05228035171915378,91,0.689056835240788,0.5517095327377319,0.6470848975525039,0.04197193768828414,0.021376650780439377,0.067032335,DIAG_NAV,150,front_turn,10.715583730489016,11.64752815594507,0.0,24.849411465693265,35.0,16.768789167628647,8.697294012992643,8.697294012992643,24.849411465693265,30,0.0,0.0,recon_debug,autonomous,0.0,0.0,0.0,0.0,DIAG_POSE,151
30,recon_debug,autonomous,31,1.4,-8.64418041130699,31,8.2,recon_debug,-8.64418041130699,8.64418041130699,7.3355819588693,8.64418041130699,-1.0,18.0,autonomous,DIAG_STEER,152,31,7.5,recon_debug,7.919740805813314,False,16.78963223253256,autonomous,DIAG_MOTOR,153,0.55,True,0.0,0.7601454570179894,,0.05449807650313295,91,0.6884383774465985,0.5515095591545105,0.6447927438503489,0.0436456335962496,0.021415626630187035,0.07200930200000001,DIAG_NAV,155,front_turn,10.714609334245324,11.60626938930628,0.0,24.697658318019975,35.0,16.78963223253256,8.64418041130699,8.64418041130699,24.697658318019975,31,0.0,0.0,recon_debug,autonomous,0.0,0.0,0.0,0.0,DIAG_POSE,156
31,recon_debug,autonomous,32,1.4,-8.325936617540806,32,8.2,recon_debug,-8.325936617540806,8.325936617540806,7.367406338245919,8.325936617540806,-1.0,18.0,autonomous,DIAG_STEER,157,32,7.5,recon_debug,7.922862970305187,False,16.914518812207472,autonomous,DIAG_MOTOR,158,0.55,True,0.0,0.7391027118030348,,0.05943441649358119,91,0.671524712268044,0.5518275499343872,0.6240799682729347,0.04744474399510933,0.021220576018095016,0.012808384,DIAG_NAV,160,front_turn,10.719485599547625,11.233439428912824,0.0,23.788390335830876,37.0,16.914518812207472,8.325936617540806,8.325936617540806,23.788390335830876,32,0.0,0.0,recon_debug,autonomous,0.0,0.0,0.0,0.0,DIAG_POSE,161
32,recon_debug,autonomous,33,1.4,-8.22266086245332,33,8.2,recon_debug,-8.22266086245332,8.22266086245332,7.377733913754668,8.22266086245332,-1.0,18.0,autonomous,DIAG_STEER,162,33,7.5,recon_debug,7.923876168053962,False,16.95504672215847,autonomous,DIAG_MOTOR,163,0.55,True,0.0,0.7324393015158804,,0.06120168009111958,91,0.6675688624382019,0.5508147478103638,0.6189639873640693,0.04860487507413263,0.021249480545520782,0.036134232,DIAG_NAV,165,front_turn,10.71876298636198,11.141351772553248,0.0,23.49331674986663,37.0,16.95504672215847,8.22266086245332,8.22266086245332,23.49331674986663,33,0.0,0.0,recon_debug,autonomous,0.0,0.0,0.0,0.0,DIAG_POSE,166
33,recon_debug,autonomous,34,1.4,-8.539309643694668,34,8.2,recon_debug,-8.539309643694668,8.539309643694668,7.346069035630532,8.539309643694668,-1.0,18.0,autonomous,DIAG_STEER,167,34,7.5,recon_debug,7.920769651601632,False,16.830786064065276,autonomous,DIAG_MOTOR,168,0.55,True,0.0,0.7591442863146464,,0.06205778478855087,91,0.6870837244722579,0.550795316696167,0.6378488436494256,0.04923488082283217,0.021351328119635582,0.058896346,DIAG_NAV,170,front_turn,10.71621679700911,11.481279185689662,0.0,24.398027553413343,35.0,16.830786064065276,8.539309643694668,8.539309643694668,24.398027553413343,34,0.0,0.0,recon_debug,autonomous,0.0,0.0,0.0,0.0,DIAG_POSE,171
34,recon_debug,autonomous,35,1.4,-8.547697318787936,35,8.2,recon_debug,-8.547697318787936,8.547697318787936,7.345230268121206,8.547697318787936,-1.0,18.0,autonomous,DIAG_STEER,172,35,7.5,recon_debug,7.920687363425527,False,16.8274945370211,autonomous,DIAG_MOTOR,173,0.55,True,0.0,0.760049703575316,,0.06227849387834149,91,0.6881595734092925,0.551336944103241,0.6387575608790641,0.04940201253022836,0.02131882682442665,0.056595703000000004,DIAG_NAV,175,front_turn,10.717029329389334,11.497636095823154,0.0,24.421992339394105,35.0,16.8274945370211,8.547697318787936,8.547697318787936,24.421992339394105,35,0.0,0.0,recon_debug,autonomous,0.0,0.0,0.0,0.0,DIAG_POSE,176
35,recon_debug,autonomous,36,1.4,-8.026452727257736,36,8.2,recon_debug,-8.026452727257736,8.026452727257736,7.397354727274226,8.026452727257736,-1.0,18.0,autonomous,DIAG_STEER,177,36,7.5,recon_debug,7.925801088774252,False,17.032043550970073,autonomous,DIAG_MOTOR,178,0.55,True,0.0,0.734592478526266,,0.07937184772971603,91,0.6694875447189107,0.5570018887519836,0.606872701652202,0.06261484306670871,0.020320583134889603,0.003148819,DIAG_NAV,180,front_turn,10.74198542162776,10.923708629739636,0.0,22.932722077879248,37.0,17.032043550970073,8.026452727257736,8.026452727257736,22.932722077879248,36,0.0,0.0,recon_debug,autonomous,0.0,0.0,0.0,0.0,DIAG_POSE,181
36,recon_debug,autonomous,37,1.4,-8.09770276115619,37,8.2,recon_debug,-8.09770276115619,8.09770276115619,7.390229723884381,8.09770276115619,-1.0,18.0,autonomous,DIAG_STEER,182,37,7.5,recon_debug,7.925102082759869,False,17.00408331039477,autonomous,DIAG_MOTOR,183,0.55,True,0.0,0.7385544714174772,,0.07751751132309437,91,0.6717378093915827,0.5529525279998779,0.6103302748033813,0.061407534588201376,0.021120581775903702,0.025915839000000003,DIAG_NAV,185,front_turn,10.721985455602407,10.985944946460863,0.0,23.1362936033034,37.0,17.00408331039477,8.09770276115619,8.09770276115619,23.1362936033034,37,0.0,0.0,recon_debug,autonomous,0.0,0.0,0.0,0.0,DIAG_POSE,186
37,recon_debug,autonomous,38,1.4,-8.407337741291848,38,8.2,recon_debug,-8.407337741291848,8.407337741291848,7.359266225870814,8.407337741291848,-1.0,18.0,autonomous,DIAG_STEER,187,38,7.5,recon_debug,7.9220643759471745,False,16.882575037886987,autonomous,DIAG_MOTOR,188,0.55,True,0.0,0.7496417254209519,,0.0633284404175356,91,0.680147807938712,0.5566002130508423,0.6297488976394514,0.050398910299260566,0.021342959254980087,0.048811321000000005,DIAG_NAV,190,front_turn,10.716426018625498,11.335480157510126,0.0,24.02096497511957,36.0,16.882575037886987,8.407337741291848,8.407337741291848,24.02096497511957,38,0.0,0.0,recon_debug,autonomous,0.0,0.0,0.0,0.0,DIAG_POSE,191
38,recon_debug,autonomous,39,1.4,-8.615583027145476,39,8.2,recon_debug,-8.615583027145476,8.615583027145476,7.338441697285452,8.615583027145476,-1.0,18.0,autonomous,DIAG_STEER,192,39,7.5,recon_debug,7.920021363483686,False,16.80085453934746,autonomous,DIAG_MOTOR,193,0.55,True,0.0,0.765506488936288,,0.06219358876114711,91,0.6918464799722036,0.5570288896560669,0.6422161131119686,0.04963036686023499,0.021281873807311058,0.066384433,DIAG_NAV,195,front_turn,10.717953154817224,11.559890036015435,0.0,24.61595150612993,35.0,16.80085453934746,8.615583027145476,8.615583027145476,24.61595150612993,39,0.0,0.0,recon_debug,autonomous,0.0,0.0,0.0,0.0,DIAG_POSE,196
39,recon_debug,autonomous,40,1.4,-8.663792079930118,40,8.2,recon_debug,-8.663792079930118,8.663792079930118,7.333620792006988,8.663792079930118,-1.0,18.0,autonomous,DIAG_STEER,197,40,7.5,recon_debug,7.919548403458261,False,16.781936138330455,autonomous,DIAG_MOTOR,198,0.55,True,0.0,0.7615981215522403,,0.05434978849672038,91,0.6893576615386539,0.5500286817550659,0.6458076556363717,0.04355000590228222,0.02112538553774357,0.018660564,DIAG_NAV,200,front_turn,10.72186536155641,11.62453780145469,0.0,24.753691656943197,35.0,16.781936138330455,8.663792079930118,8.663792079930118,24.753691656943197,40,0.0,0.0,recon_debug,autonomous,0.0,0.0,0.0,0.0,DIAG_POSE,201
40,recon_debug,autonomous,41,1.4,-8.319876249077934,41,8.2,recon_debug,-8.319876249077934,8.319876249077934,7.368012375092206,8.319876249077934,-1.0,18.0,autonomous,DIAG_STEER,202,41,7.5,recon_debug,7.922922426192758,False,16.91689704771033,autonomous,DIAG_MOTOR,203,0.55,True,0.0,0.7392139497556185,,0.060040378402317726,91,0.6725379140938029,0.5531415939331055,0.6246589005774701,0.047879013516332794,0.021269412711262703,0.023564753,DIAG_NAV,205,front_turn,10.718264682218432,11.243860210394462,0.0,23.771074997365528,37.0,16.91689704771033,8.319876249077934,8.319876249077934,23.771074997365528,41,0.0,0.0,recon_debug,autonomous,0.0,0.0,0.0,0.0,DIAG_POSE,206
41,recon_debug,autonomous,42,1.4,-8.3159710326436,42,8.2,recon_debug,-8.3159710326436,8.3159710326436,7.368402896735639,8.3159710326436,-1.0,18.0,autonomous,DIAG_STEER,207,42,7.5,recon_debug,7.922960738732777,False,16.918429549311075,autonomous,DIAG_MOTOR,208,0.55,True,0.0,0.7398940042445534,,0.061039226069565744,91,0.6725929326870862,0.5534316897392273,0.6239705177314598,0.048622414955626365,0.021499086171388626,0.06451073,DIAG_NAV,210,front_turn,10.712522845715284,11.231469319166276,0.0,23.75991723612457,37.0,16.918429549311075,8.3159710326436,8.3159710326436,23.75991723612457,42,0.0,0.0,recon_debug,autonomous,0.0,0.0,0.0,0.0,DIAG_POSE,211
42,recon_debug,autonomous,43,1.4,-8.395420152624137,43,8.2,recon_debug,-8.395420152624137,8.395420152624137,7.360457984737586,8.395420152624137,-1.0,18.0,autonomous,DIAG_STEER,212,43,7.5,recon_debug,7.922181294714786,False,16.88725178859144,autonomous,DIAG_MOTOR,213,0.55,True,0.0,0.748416331410408,,0.06307591078802943,91,0.6792233092444283,0.5541273355484009,0.6289730416344744,0.05025026760995388,0.021198101341724396,0.012128873,DIAG_NAV,215,front_turn,10.72004746645689,11.32151474942054,0.0,23.98691472178325,36.0,16.88725178859144,8.395420152624137,8.395420152624137,23.98691472178325,43,0.0,0.0,recon_debug,autonomous,0.0,0.0,0.0,0.0,DIAG_POSE,216
43,recon_debug,autonomous,44,1.4,-8.493476309766992,44,8.2,recon_debug,-8.493476309766992,8.493476309766992,7.3506523690233,8.493476309766992,-1.0,18.0,autonomous,DIAG_STEER,217,44,7.5,recon_debug,7.92121930438524,False,16.84877217540962,autonomous,DIAG_MOTOR,218,0.55,True,0.0,0.7577090442180634,,0.06436403933912516,91,0.6854584557669503,0.5556986927986145,0.6343778548733894,0.051080600893560875,0.021060222759842873,0.035153021,DIAG_NAV,220,front_turn,10.723494431003928,11.41880138772101,0.0,24.267075170762837,36.0,16.84877217540962,8.493476309766992,8.493476309766992,24.267075170762837,44,0.0,0.0,recon_debug,autonomous,0.0,0.0,0.0,0.0,DIAG_POSE,221
44,recon_debug,autonomous,45,1.4,-8.305771863570108,45,8.2,recon_debug,-8.305771863570108,8.305771863570108,7.369422813642989,8.305771863570108,-1.0,18.0,autonomous,DIAG_STEER,222,45,7.5,recon_debug,7.923060798762703,False,16.922431950508095,autonomous,DIAG_MOTOR,223,0.55,True,0.0,0.7484937518835068,,0.07047155893900815,91,0.6797572817121234,0.5533961653709412,0.6238447211378692,0.055912560574254214,0.021349087357521057,0.022275822,DIAG_NAV,225,front_turn,10.716272816061974,11.229204980481645,0.0,23.73077675305745,36.0,16.922431950508095,8.305771863570108,8.305771863570108,23.73077675305745,45,0.0,0.0,recon_debug,autonomous,0.0,0.0,0.0,0.0,DIAG_POSE,226
45,recon_debug,autonomous,46,1.4,-8.503814451213204,46,8.2,recon_debug,-8.503814451213204,8.503814451213204,7.349618554878679,8.503814451213204,-1.0,18.0,autonomous,DIAG_STEER,227,46,7.5,recon_debug,7.921117880952113,False,16.844715238084518,autonomous,DIAG_MOTOR,228,0.55,True,0.0,0.7543296724557876,,0.06014073766287296,91,0.6826436349323818,0.5510042309761047,0.6346030856615731,0.0480405492708087,0.021138526499271393,0.0033881310000000004,DIAG_NAV,230,front_turn,10.721536837518215,11.422855541908316,0.0,24.296612717752012,36.0,16.844715238084518,8.503814451213204,8.503814451213204,24.296612717752012,46,0.0,0.0,recon_debug,autonomous,0.0,0.0,0.0,0.0,DIAG_POSE,231
