_sequence,phase,step,cycle,steer_center_trim_dc,steer_clamped_deg,steer_cycle,steer_dc_center,steer_phase,steer_post_sign_deg,steer_pre_sign_deg,steer_pwm_dc,steer_requested_deg,steer_steering_direction_sign,steer_steering_limit_deg,steer_step,steer__tag,steer__line_no,motor_cycle,motor_neutral_dc,motor_phase,motor_pwm_dc,motor_reverse_mode,motor_speed_pct,motor_step,motor__tag,motor__line_no,front_clearance_m,front_min_m,heading_offset_deg,left_clearance_m,left_min_m,left_right_delta_m,right_clearance_m,right_min_m,scan_age_s,_tag,_line_no,active_heading_source,avoidance_heading_deg,centering_heading_deg,centering_weight,gap_heading_deg,speed_pct,steering_deg,steering_pre_servo_deg,target_heading_deg,pose_cycle,pose_distance_from_phase_start_m,pose_lateral_drift_m,pose_phase,pose_step,pose_x,pose_y,pose_yaw_change_deg,pose_yaw_deg,pose__tag,pose__line_no
39,nav_dryrun,dryrun,40,1.7,0.0,40,8.5,nav_dryrun,0.0,0.0,8.5,0.0,1.0,18.0,dryrun,DIAG_STEER,197,40,7.5,nav_dryrun,7.5,False,0.0,dryrun,DIAG_MOTOR,198,,,-89,,,,,,,DIAG_NAV,200,,,,,,,,,,40,,,nav_dryrun,dryrun,,,,,DIAG_POSE,201
40,nav_dryrun,dryrun,41,1.7,0.0,41,8.5,nav_dryrun,0.0,0.0,8.5,0.0,1.0,18.0,dryrun,DIAG_STEER,202,41,7.5,nav_dryrun,7.5,False,0.0,dryrun,DIAG_MOTOR,203,,,-89,,,,,,,DIAG_NAV,205,,,,,,,,,,41,,,nav_dryrun,dryrun,,,,,DIAG_POSE,206
41,nav_dryrun,dryrun,42,1.7,0.0,42,8.5,nav_dryrun,0.0,0.0,8.5,0.0,1.0,18.0,dryrun,DIAG_STEER,207,42,7.5,nav_dryrun,7.5,False,0.0,dryrun,DIAG_MOTOR,208,,,-89,,,,,,,DIAG_NAV,210,,,,,,,,,,42,,,nav_dryrun,dryrun,,,,,DIAG_POSE,211
42,nav_dryrun,dryrun,43,1.7,0.0,43,8.5,nav_dryrun,0.0,0.0,8.5,0.0,1.0,18.0,dryrun,DIAG_STEER,212,43,7.5,nav_dryrun,7.5,False,0.0,dryrun,DIAG_MOTOR,213,,,-89,,,,,,,DIAG_NAV,215,,,,,,,,,,43,,,nav_dryrun,dryrun,,,,,DIAG_POSE,216
43,nav_dryrun,dryrun,44,1.7,0.0,44,8.5,nav_dryrun,0.0,0.0,8.5,0.0,1.0,18.0,dryrun,DIAG_STEER,217,44,7.5,nav_dryrun,7.5,False,0.0,dryrun,DIAG_MOTOR,218,,,-89,,,,,,,DIAG_NAV,220,,,,,,,,,,44,,,nav_dryrun,dryrun,,,,,DIAG_POSE,221
44,nav_dryrun,dryrun,45,1.7,0.0,45,8.5,nav_dryrun,0.0,0.0,8.5,0.0,1.0,18.0,dryrun,DIAG_STEER,222,45,7.5,nav_dryrun,7.5,False,0.0,dryrun,DIAG_MOTOR,223,,,-89,,,,,,,DIAG_NAV,225,,,,,,,,,,45,,,nav_dryrun,dryrun,,,,,DIAG_POSE,226
45,nav_dryrun,dryrun,46,1.7,0.0,46,8.5,nav_dryrun,0.0,0.0,8.5,0.0,1.0,18.0,dryrun,DIAG_STEER,227,46,7.5,nav_dryrun,7.5,False,0.0,dryrun,DIAG_MOTOR,228,0.0,,-89,0.0,0.0,0.0,0.0,0.0,0.039717548000000005,DIAG_NAV,230,gap,0.0,0.0,0.0,-87.0,0.0,-18.0,-18.0,-87.0,46,,,nav_dryrun,dryrun,,,,,DIAG_POSE,231
46,nav_dryrun,dryrun,47,1.7,0.0,47,8.5,nav_dryrun,0.0,0.0,8.5,0.0,1.0,18.0,dryrun,DIAG_STEER,232,47,7.5,nav_dryrun,7.5,False,0.0,dryrun,DIAG_MOTOR,233,0.0,,-89,0.0,0.0,0.0,0.0,0.0,0.13971507600000002,DIAG_NAV,235,gap,0.0,0.0,0.0,-87.0,0.0,-18.0,-18.0,-87.0,47,,,nav_dryrun,dryrun,,,,,DIAG_POSE,236
47,nav_dryrun,dryrun,48,1.7,0.0,48,8.5,nav_dryrun,0.0,0.0,8.5,0.0,1.0,18.0,dryrun,DIAG_STEER,237,48,7.5,nav_dryrun,7.5,False,0.0,dryrun,DIAG_MOTOR,238,1.5995626896619797,1.5544999837875366,-89,0.673663548447869,0.4965032935142517,0.569251544169298,0.104412004278571,0.04464952275156975,0.010743039000000001,DIAG_NAV,240,avoidance,10.133761931210756,10.246527795047363,0.0,7.0,22.34481888456891,3.5468166759237643,3.5468166759237643,10.133761931210756,48,0.0,0.0,nav_dryrun,dryrun,0.0,0.0,0.0,0.0,DIAG_POSE,241
48,nav_dryrun,dryrun,49,1.7,0.0,49,8.5,nav_dryrun,0.0,0.0,8.5,0.0,1.0,18.0,dryrun,DIAG_STEER,242,49,7.5,nav_dryrun,7.5,False,0.0,dryrun,DIAG_MOTOR,243,1.6475959264713784,1.5729999542236328,-89,0.6654647845168447,0.4953083097934723,0.5632777325129514,0.10218705200389319,0.04440638795495033,0.05814454,DIAG_NAV,245,avoidance,10.139840301126242,10.138999185233125,0.0,6.0,22.34382608414938,3.548944105394184,3.548944105394184,10.139840301126242,49,0.0,0.0,nav_dryrun,dryrun,0.0,0.0,0.0,0.0,DIAG_POSE,246
49,nav_dryrun,dryrun,50,1.7,0.0,50,8.5,nav_dryrun,0.0,0.0,8.5,0.0,1.0,18.0,dryrun,DIAG_STEER,247,50,7.5,nav_dryrun,7.5,False,0.0,dryrun,DIAG_MOTOR,248,1.6367009074791619,1.5082499980926514,-89,0.6758616790175438,0.4957064390182495,0.5727910215363783,0.10307065748116549,0.044067542999982834,0.055415108000000005,DIAG_NAV,250,avoidance,10.14831142500043,10.31023838765481,0.0,4.0,22.34244246724993,3.5519089987501498,3.5519089987501498,10.14831142500043,50,0.0,0.0,nav_dryrun,dryrun,0.0,0.0,0.0,0.0,DIAG_POSE,251
50,nav_dryrun,dryrun,51,1.7,0.0,51,8.5,nav_dryrun,0.0,0.0,8.5,0.0,1.0,18.0,dryrun,DIAG_STEER,252,51,7.5,nav_dryrun,7.5,False,0.0,dryrun,DIAG_MOTOR,253,1.6101538875828618,1.649999976158142,-89,0.6694893871628961,0.49734631180763245,0.5680626806413617,0.10142670652153445,0.04440421611070633,0.029333034,DIAG_NAV,255,avoidance,10.139894597232342,10.22512825154451,0.0,6.0,22.343817215785386,3.548963109031319,3.548963109031319,10.139894597232342,51,0.0,0.0,nav_dryrun,dryrun,0.0,0.0,0.0,0.0,DIAG_POSE,256
51,nav_dryrun,dryrun,52,1.7,0.0,52,8.5,nav_dryrun,0.0,0.0,8.5,0.0,1.0,18.0,dryrun,DIAG_STEER,257,52,7.5,nav_dryrun,7.5,False,0.0,dryrun,DIAG_MOTOR,258,1.6087024263713672,1.6232500076293945,-89,0.668951399797617,0.49776121973991394,0.5674852702088868,0.10146612958873019,0.04423420876264572,0.027231944,DIAG_NAV,260,avoidance,10.144144780933857,10.214734863759963,0.0,6.0,22.343123019114138,3.5504506733268495,3.5504506733268495,10.144144780933857,52,0.0,0.0,nav_dryrun,dryrun,0.0,0.0,0.0,0.0,DIAG_POSE,261
52,nav_dryrun,dryrun,53,1.7,0.0,53,8.5,nav_dryrun,0.0,0.0,8.5,0.0,1.0,18.0,dryrun,DIAG_STEER,262,53,7.5,nav_dryrun,7.5,False,0.0,dryrun,DIAG_MOTOR,263,1.6915569413792004,1.5470000505447388,-89,0.6984467906030741,0.49827998876571655,0.5971262268058013,0.10132056379727289,0.044232193380594254,0.011659164000000001,DIAG_NAV,265,avoidance,10.144195165485144,10.748272082504423,0.0,8.0,22.343114789637426,3.5504683079198,3.5504683079198,10.144195165485144,53,0.0,0.0,nav_dryrun,dryrun,0.0,0.0,0.0,0.0,DIAG_POSE,266
53,nav_dryrun,dryrun,54,1.7,0.0,54,8.5,nav_dryrun,0.0,0.0,8.5,0.0,1.0,18.0,dryrun,DIAG_STEER,267,54,7.5,nav_dryrun,7.5,False,0.0,dryrun,DIAG_MOTOR,268,1.692497123371471,1.5470000505447388,-89,0.7016328546133909,0.4968731105327606,0.6003344940576112,0.1012983605557797,0.04426198825240135,0.045939459,DIAG_NAV,270,avoidance,10.143450293689966,10.806020893037001,0.0,7.0,22.343236452030638,3.5502076027914877,3.5502076027914877,10.143450293689966,54,0.0,0.0,nav_dryrun,dryrun,0.0,0.0,0.0,0.0,DIAG_POSE,271
54,nav_dryrun,dryrun,55,1.7,0.0,55,8.5,nav_dryrun,0.0,0.0,8.5,0.0,1.0,18.0,dryrun,DIAG_STEER,272,55,7.5,nav_dryrun,7.5,False,0.0,dryrun,DIAG_MOTOR,273,1.7108939091364543,1.6297500133514404,-89,0.6736447215080261,0.49760955572128296,0.5720080031337691,0.10163671837425699,0.04401199147105217,0.044600883,DIAG_NAV,275,avoidance,10.149700213223696,10.296144056407844,0.0,7.0,22.34221563184013,3.552395074628293,3.552395074628293,10.149700213223696,55,0.0,0.0,nav_dryrun,dryrun,0.0,0.0,0.0,0.0,DIAG_POSE,276
55,nav_dryrun,dryrun,56,1.7,0.0,56,8.5,nav_dryrun,0.0,0.0,8.5,0.0,1.0,18.0,dryrun,DIAG_STEER,277,56,7.5,nav_dryrun,7.5,False,0.0,dryrun,DIAG_MOTOR,278,1.7161599454425631,1.6297500133514404,-89,0.6741023313167483,0.49750953912734985,0.5741216742365234,0.09998065708022491,0.04425957053899765,0.066858674,DIAG_NAV,280,avoidance,10.143510736525059,10.334190136257421,0.0,8.0,22.343226579700907,3.55022875778377,3.55022875778377,10.143510736525059,56,0.0,0.0,nav_dryrun,dryrun,0.0,0.0,0.0,0.0,DIAG_POSE,281
56,nav_dryrun,dryrun,57,1.7,0.0,57,8.5,nav_dryrun,0.0,0.0,8.5,0.0,1.0,18.0,dryrun,DIAG_STEER,282,57,7.5,nav_dryrun,7.5,False,0.0,dryrun,DIAG_MOTOR,283,1.5911526472672173,1.5702500343322754,-89,0.6737267728461775,0.4960595667362213,0.5725888072207699,0.10113796562540765,0.04387862980365753,0.010273883000000001,DIAG_NAV,285,avoidance,10.153034254908562,10.306598529973858,0.0,8.0,22.34167107169827,3.553561989217996,3.553561989217996,10.153034254908562,57,0.0,0.0,nav_dryrun,dryrun,0.0,0.0,0.0,0.0,DIAG_POSE,286
57,nav_dryrun,dryrun,58,1.7,0.0,58,8.5,nav_dryrun,0.0,0.0,8.5,0.0,1.0,18.0,dryrun,DIAG_STEER,287,58,7.5,nav_dryrun,7.5,False,0.0,dryrun,DIAG_MOTOR,288,1.680835642597892,1.5225000381469727,-89,0.6725474519785061,0.4963991343975067,0.5720930446178822,0.10045440736062386,0.04425957053899765,0.011255102000000001,DIAG_NAV,290,avoidance,10.143510736525059,10.29767480312188,0.0,8.0,22.343226579700907,3.55022875778377,3.55022875778377,10.143510736525059,58,0.0,0.0,nav_dryrun,dryrun,0.0,0.0,0.0,0.0,DIAG_POSE,291
58,nav_dryrun,dryrun,59,1.7,0.0,59,8.5,nav_dryrun,0.0,0.0,8.5,0.0,1.0,18.0,dryrun,DIAG_STEER,292,59,7.5,nav_dryrun,7.5,False,0.0,dryrun,DIAG_MOTOR,293,1.7308313429355622,1.6540000438690186,-89,0.6693704682727193,0.49602624773979187,0.5694233697031765,0.09994709856954276,0.0440262146294117,0.009334886,DIAG_NAV,295,avoidance,10.149344634264708,10.249620654657178,0.0,8.0,22.342273709736766,3.552270621992647,3.552270621992647,10.149344634264708,59,0.0,0.0,nav_dryrun,dryrun,0.0,0.0,0.0,0.0,DIAG_POSE,296
59,nav_dryrun,dryrun,60,1.7,0.0,60,8.5,nav_dryrun,0.0,0.0,8.5,0.0,1.0,18.0,dryrun,DIAG_STEER,297,60,7.5,nav_dryrun,7.5,False,0.0,dryrun,DIAG_MOTOR,298,1.6118543581529097,1.652500033378601,-89,0.6713463518508646,0.4976540505886078,0.5722499402673942,0.09909641158347036,0.04390404373407364,0.032726049,DIAG_NAV,300,avoidance,10.152398906648159,10.300498924813095,0.0,6.0,22.341774845247468,3.553339617326855,3.553339617326855,10.152398906648159,60,0.0,0.0,nav_dryrun,dryrun,0.0,0.0,0.0,0.0,DIAG_POSE,301
